,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_fit_prior,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.069107985496521,0.003239945658552896,0.01576533317565918,0.0008404275623593616,0.001,True,"{'alpha': 0.001, 'fit_prior': 'True'}",0.7026178010471205,0.6785340314136126,0.6970649895178197,0.6855941114616193,0.6852631578947368,0.6912539515279241,0.7112750263435195,0.7106652587117213,0.6941798941798942,0.6994708994708995,0.6955789473684211,0.010290702852418928,1
1,0.068182373046875,0.002830723273512099,0.01521918773651123,0.0004315583009404863,0.001,False,"{'alpha': 0.001, 'fit_prior': 'False'}",0.7026178010471205,0.6785340314136126,0.6970649895178197,0.6855941114616193,0.6852631578947368,0.6912539515279241,0.7112750263435195,0.7106652587117213,0.6941798941798942,0.6994708994708995,0.6955789473684211,0.010290702852418928,1
2,0.06953730583190917,0.0024162756811622822,0.01657288074493408,0.0015160946788372823,0.01,True,"{'alpha': 0.01, 'fit_prior': 'True'}",0.675392670157068,0.6356020942408377,0.6687631027253669,0.658254468980021,0.6589473684210526,0.6575342465753424,0.6870389884088515,0.665258711721225,0.6507936507936508,0.6666666666666666,0.6624210526315789,0.013235291438459097,5
3,0.06814136505126953,0.002566000258136156,0.015938830375671387,0.0011848190648999072,0.01,False,"{'alpha': 0.01, 'fit_prior': 'False'}",0.675392670157068,0.6356020942408377,0.6687631027253669,0.658254468980021,0.6589473684210526,0.6575342465753424,0.6870389884088515,0.665258711721225,0.6507936507936508,0.6666666666666666,0.6624210526315789,0.013235291438459097,5
4,0.06573140621185303,0.001933504843744333,0.01566162109375,0.0009674062300174525,0.1,True,"{'alpha': 0.1, 'fit_prior': 'True'}",0.675392670157068,0.6617801047120419,0.6834381551362684,0.6572029442691903,0.6747368421052632,0.6638566912539515,0.6807165437302424,0.6779303062302007,0.6687830687830688,0.6656084656084656,0.6709473684210526,0.008316685183752568,3
5,0.06612942218780518,0.003892195512378584,0.015951085090637206,0.0010346059126070152,0.1,False,"{'alpha': 0.1, 'fit_prior': 'False'}",0.675392670157068,0.6617801047120419,0.6834381551362684,0.6572029442691903,0.6747368421052632,0.6638566912539515,0.6807165437302424,0.6779303062302007,0.6687830687830688,0.6656084656084656,0.6709473684210526,0.008316685183752568,3
